age,work,edu,marital,occupation,race,sex,hrs_per_week,income
47,Private,Dropout,Never-married,Blue-Collar,Black,Male,40,<=50K
68,Private,Dropout,Widowed,Sales,White,Female,30,<=50K
47,Local-gov,HS-grad,Never-married,Other-Occupations,Black,Male,40,<=50K
45,Federal-gov,HS-grad,Married,Other-Occupations,White,Male,40,>50K
26,Private,HS-grad,Married,White-Collar,White,Male,60,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
46,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
37,Private,Associates,Married,Other-Occupations,White,Male,50,>50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,42,<=50K
59,Private,Masters,Widowed,Professional,White,Female,40,<=50K
39,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
32,Private,HS-grad,Divorced,Blue-Collar,White,Female,54,<=50K
63,Private,HS-grad,Married,Professional,White,Male,16,<=50K
45,Private,Bachelors,Married,Professional,White,Male,60,>50K
59,Private,Bachelors,Divorced,Admin,White,Female,40,<=50K
36,?,Dropout,Never-married,?,White,Male,35,<=50K
26,Private,HS-grad,Never-married,Other-Occupations,White,Male,40,<=50K
34,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
26,Private,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
53,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
33,Private,HS-grad,Married,Admin,White,Female,35,>50K
46,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
79,?,HS-grad,Widowed,?,Black,Female,30,<=50K
31,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,<=50K
24,Private,HS-grad,Separated,Service,White,Male,40,<=50K
57,Local-gov,HS-grad,Divorced,Admin,White,Female,62,<=50K
40,Private,HS-grad,Separated,Service,White,Female,47,<=50K
41,Self-emp,Associates,Married,Sales,Other,Male,84,<=50K
20,Private,HS-grad,Never-married,Admin,White,Male,26,<=50K
45,Private,Dropout,Never-married,Blue-Collar,Black,Female,40,<=50K
27,Private,Associates,Separated,Admin,White,Female,40,<=50K
36,Private,Dropout,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
36,Private,Bachelors,Married,Professional,White,Female,40,>50K
25,Private,HS-grad,Married-spouse-absent,Blue-Collar,Other,Male,40,<=50K
30,?,HS-grad,Never-married,?,White,Female,25,<=50K
31,Private,HS-grad,Married,Admin,White,Female,40,<=50K
49,Private,HS-grad,Married,Blue-Collar,White,Male,45,>50K
26,Private,Dropout,Never-married,Blue-Collar,White,Male,20,<=50K
25,Private,Bachelors,Never-married,Professional,White,Male,40,<=50K
29,Private,Associates,Never-married,Admin,White,Female,40,<=50K
24,Private,HS-grad,Never-married,Admin,White,Female,52,<=50K
41,Private,HS-grad,Married,Admin,White,Male,40,>50K
35,Private,Masters,Never-married,White-Collar,White,Male,40,>50K
57,Self-emp,Bachelors,Married,Sales,White,Female,40,>50K
21,Private,Dropout,Never-married,Service,White,Female,40,<=50K
29,Private,Dropout,Never-married,Service,Black,Female,32,<=50K
36,Private,HS-grad,Married,White-Collar,White,Male,40,<=50K
20,Private,HS-grad,Never-married,Admin,White,Female,25,<=50K
51,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
39,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
36,Private,Bachelors,Married,White-Collar,White,Male,50,<=50K
40,Self-emp,Prof-school,Married,Professional,White,Male,70,>50K
61,Private,HS-grad,Married,White-Collar,White,Male,50,<=50K
38,Private,Prof-school,Married,Professional,White,Male,60,<=50K
20,?,HS-grad,Never-married,?,White,Male,35,<=50K
21,Private,HS-grad,Separated,Service,White,Female,35,<=50K
40,Private,HS-grad,Divorced,Other-Occupations,White,Female,40,<=50K
46,Private,Dropout,Married,Blue-Collar,White,Male,45,<=50K
21,Private,HS-grad,Married,Blue-Collar,White,Male,54,<=50K
35,Self-emp,Dropout,Married,Blue-Collar,Black,Male,50,<=50K
39,Private,Bachelors,Married,Sales,White,Male,40,<=50K
38,Self-emp,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
30,Private,HS-grad,Separated,Admin,White,Female,40,<=50K
28,Private,Dropout,Never-married,Blue-Collar,Other,Male,40,<=50K
32,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
46,Self-emp,Associates,Married,Blue-Collar,White,Male,40,>50K
40,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
47,Private,HS-grad,Married,Blue-Collar,Black,Female,40,>50K
44,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
38,Private,HS-grad,Married,Sales,White,Male,40,<=50K
51,?,HS-grad,Married-spouse-absent,?,White,Male,20,>50K
46,Self-emp,Bachelors,Married,Blue-Collar,White,Male,40,>50K
51,Private,Doctorate,Married,Professional,White,Male,60,>50K
45,Private,Doctorate,Widowed,Professional,White,Male,40,>50K
20,Private,HS-grad,Never-married,Service,White,Female,20,<=50K
44,Private,Bachelors,Married,Professional,White,Male,45,<=50K
33,Private,Associates,Married,Blue-Collar,White,Male,45,<=50K
18,Private,HS-grad,Never-married,Service,White,Female,30,<=50K
61,Self-emp,Prof-school,Separated,Professional,White,Male,40,>50K
50,State-gov,Bachelors,Never-married,White-Collar,White,Female,40,<=50K
47,Federal-gov,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
34,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
53,Private,HS-grad,Married,Blue-Collar,Black,Male,60,<=50K
39,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
58,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
66,?,HS-grad,Married,?,Black,Male,18,<=50K
26,Private,Dropout,Never-married,Blue-Collar,White,Male,50,<=50K
41,Private,Dropout,Married,Admin,White,Male,40,<=50K
47,Local-gov,HS-grad,Married,White-Collar,White,Male,40,<=50K
31,Private,Associates,Married,Blue-Collar,Amer-Indian-Eskimo,Male,40,<=50K
52,Private,HS-grad,Married,White-Collar,White,Male,40,>50K
29,Private,Associates,Married,Sales,White,Male,50,>50K
43,Private,Dropout,Separated,Blue-Collar,Black,Female,50,<=50K
42,Federal-gov,Masters,Married,White-Collar,White,Male,40,>50K
35,Private,HS-grad,Never-married,Blue-Collar,Black,Female,30,<=50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
34,Private,Bachelors,Married,Sales,White,Male,60,>50K
52,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
61,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
39,Local-gov,HS-grad,Separated,White-Collar,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Sales,White,Female,25,<=50K
46,State-gov,Bachelors,Married,White-Collar,White,Male,40,>50K
39,Private,HS-grad,Never-married,White-Collar,White,Male,45,<=50K
22,Private,HS-grad,Never-married,Service,White,Male,50,<=50K
30,State-gov,HS-grad,Separated,Admin,White,Female,40,<=50K
40,Private,Associates,Divorced,Service,White,Female,32,<=50K
43,Private,Bachelors,Married-spouse-absent,Professional,White,Male,40,<=50K
37,Private,Dropout,Married,Blue-Collar,White,Male,36,<=50K
23,Private,Associates,Never-married,Service,White,Male,20,<=50K
39,Local-gov,Associates,Divorced,Professional,White,Male,59,<=50K
54,Private,Masters,Married,Sales,White,Male,40,<=50K
46,Self-emp,HS-grad,Married,Sales,White,Male,60,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
50,Self-emp,Bachelors,Married,Other-Occupations,White,Female,50,>50K
17,Private,Dropout,Never-married,Sales,White,Female,15,<=50K
36,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
37,Private,HS-grad,Married,Sales,White,Male,45,<=50K
53,Private,HS-grad,Divorced,Service,White,Female,38,<=50K
50,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
63,Self-emp,HS-grad,Married,Blue-Collar,White,Male,32,<=50K
53,Private,HS-grad,Married,Blue-Collar,White,Male,50,>50K
40,?,Bachelors,Divorced,?,White,Female,50,<=50K
23,Self-emp,HS-grad,Never-married,Professional,White,Male,50,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,43,<=50K
46,Private,HS-grad,Married,Blue-Collar,Black,Male,40,>50K
28,Private,Dropout,Never-married,Service,Amer-Indian-Eskimo,Male,40,<=50K
59,Private,Masters,Divorced,Professional,White,Male,50,<=50K
41,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
33,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
56,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
50,Self-emp,HS-grad,Married,Sales,White,Male,55,>50K
31,Local-gov,Bachelors,Never-married,White-Collar,White,Female,50,<=50K
41,Private,Associates,Divorced,Sales,White,Male,50,<=50K
38,Private,Bachelors,Married,Professional,White,Female,40,>50K
25,State-gov,Associates,Never-married,Admin,White,Female,40,<=50K
18,?,HS-grad,Never-married,?,Other,Female,12,<=50K
49,Local-gov,Bachelors,Divorced,Professional,Black,Female,40,<=50K
39,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
22,?,HS-grad,Never-married,?,White,Female,20,<=50K
21,Private,HS-grad,Never-married,Professional,White,Female,25,<=50K
35,Private,Bachelors,Married,Sales,White,Male,40,<=50K
21,?,HS-grad,Never-married,?,White,Female,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
55,Private,Dropout,Widowed,Service,White,Female,20,<=50K
31,Private,HS-grad,Divorced,Blue-Collar,White,Male,55,<=50K
17,Self-emp,Dropout,Never-married,Professional,White,Male,20,<=50K
31,Private,Bachelors,Married,Admin,White,Male,50,>50K
25,Local-gov,Bachelors,Never-married,Professional,White,Male,40,<=50K
39,Private,Masters,Married,White-Collar,White,Male,55,>50K
50,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
38,Local-gov,Bachelors,Married,Professional,White,Female,20,>50K
50,Private,HS-grad,Married,Sales,White,Male,60,<=50K
63,Private,Dropout,Married,White-Collar,White,Male,40,<=50K
31,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
23,Private,Bachelors,Never-married,Professional,White,Female,40,<=50K
18,Private,HS-grad,Never-married,Service,White,Male,20,<=50K
43,Local-gov,Bachelors,Divorced,Professional,White,Female,48,<=50K
34,Private,HS-grad,Married,White-Collar,White,Male,50,>50K
18,Private,Dropout,Never-married,Sales,White,Male,35,<=50K
46,Private,HS-grad,Married,Blue-Collar,Black,Male,40,>50K
35,Private,Bachelors,Never-married,Sales,White,Female,40,>50K
46,State-gov,Masters,Never-married,White-Collar,White,Female,38,<=50K
59,Private,Associates,Married,Other-Occupations,White,Male,40,>50K
31,Private,Dropout,Never-married,Blue-Collar,White,Female,30,<=50K
27,Private,HS-grad,Divorced,Sales,White,Female,37,<=50K
41,Private,Masters,Married,Professional,White,Male,40,<=50K
42,Private,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
55,Private,Bachelors,Married,White-Collar,White,Male,40,>50K
34,?,HS-grad,Never-married,?,Black,Female,40,<=50K
44,Private,HS-grad,Never-married,Blue-Collar,White,Female,40,<=50K
26,Private,Bachelors,Never-married,White-Collar,White,Female,50,<=50K
36,Private,Associates,Married,Professional,White,Female,40,>50K
69,Private,Dropout,Married,Service,White,Male,35,<=50K
33,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
30,Private,Associates,Married,Professional,White,Male,40,<=50K
35,Private,HS-grad,Married,Service,White,Female,16,>50K
25,Private,Bachelors,Never-married,White-Collar,White,Female,40,>50K
21,Private,HS-grad,Never-married,Service,Black,Male,40,<=50K
18,Private,Dropout,Never-married,Service,Black,Male,15,<=50K
35,Self-emp,HS-grad,Married,Blue-Collar,White,Male,60,>50K
20,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
26,Private,Masters,Married,Professional,White,Male,40,<=50K
46,Private,Bachelors,Married,Other-Occupations,White,Male,40,<=50K
31,Private,Bachelors,Never-married,Professional,White,Female,36,<=50K
40,Private,Prof-school,Married,Blue-Collar,White,Male,40,>50K
40,Private,HS-grad,Divorced,White-Collar,White,Female,52,<=50K
31,Private,Bachelors,Never-married,White-Collar,White,Female,40,<=50K
32,Self-emp,Doctorate,Married,White-Collar,White,Male,40,<=50K
23,Self-emp,HS-grad,Divorced,Admin,White,Male,40,<=50K
25,Local-gov,Masters,Never-married,Other-Occupations,White,Male,40,<=50K
37,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
18,Private,HS-grad,Never-married,Sales,White,Female,20,<=50K
55,Private,HS-grad,Widowed,Sales,White,Female,38,<=50K
52,Private,Dropout,Divorced,Blue-Collar,White,Female,40,<=50K
26,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
37,Private,HS-grad,Never-married,Other-Occupations,White,Male,40,>50K
39,Private,HS-grad,Divorced,White-Collar,White,Female,45,<=50K
62,Self-emp,Bachelors,Divorced,Professional,White,Female,40,>50K
19,?,HS-grad,Never-married,?,White,Female,25,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,45,>50K
51,Local-gov,Bachelors,Married,Other-Occupations,White,Male,40,>50K
55,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
30,Private,HS-grad,Married,Blue-Collar,White,Male,35,<=50K
59,Federal-gov,HS-grad,Married,Blue-Collar,White,Male,36,<=50K
45,Self-emp,Dropout,Married,Blue-Collar,White,Male,65,<=50K
52,Private,HS-grad,Married,White-Collar,White,Male,45,>50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,20,<=50K
31,Private,HS-grad,Married,Blue-Collar,White,Male,55,<=50K
29,Private,HS-grad,Never-married,Admin,Black,Male,40,<=50K
24,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
17,Private,Dropout,Never-married,Service,White,Male,24,<=50K
47,Private,HS-grad,Divorced,Blue-Collar,Black,Female,40,<=50K
46,Private,HS-grad,Married,Sales,White,Male,50,>50K
32,?,HS-grad,Divorced,?,White,Female,28,<=50K
34,Private,Dropout,Never-married,Blue-Collar,White,Male,44,<=50K
63,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Service,White,Male,25,<=50K
18,Private,HS-grad,Never-married,Service,Black,Male,36,<=50K
49,State-gov,Doctorate,Married,White-Collar,White,Male,50,>50K
81,Self-emp,HS-grad,Widowed,Admin,White,Female,20,<=50K
36,Self-emp,Associates,Married,White-Collar,White,Male,40,>50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
36,Private,Masters,Married,Sales,White,Male,50,>50K
39,Self-emp,Associates,Married,Blue-Collar,White,Male,60,<=50K
46,Private,Bachelors,Never-married,Sales,White,Female,35,<=50K
43,Local-gov,HS-grad,Married,Admin,White,Female,40,>50K
39,Local-gov,Bachelors,Divorced,Admin,White,Female,35,<=50K
29,Private,HS-grad,Separated,Sales,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,Black,Female,16,<=50K
57,Private,Dropout,Married,Blue-Collar,White,Male,43,<=50K
38,Self-emp,HS-grad,Never-married,Sales,Black,Female,42,<=50K
25,Private,Bachelors,Never-married,Sales,White,Female,40,<=50K
39,Local-gov,HS-grad,Married,White-Collar,White,Male,40,<=50K
24,Private,HS-grad,Never-married,Sales,Black,Male,40,<=50K
56,Private,Masters,Married,Blue-Collar,White,Male,44,>50K
39,Private,Dropout,Divorced,Sales,White,Female,40,<=50K
23,Private,Associates,Never-married,Sales,White,Female,60,<=50K
17,?,Dropout,Never-married,?,Other,Female,20,<=50K
67,Self-emp,HS-grad,Divorced,White-Collar,White,Female,16,<=50K
41,Private,Bachelors,Never-married,Admin,Asian-Pac-Islander,Male,50,<=50K
24,Local-gov,Bachelors,Never-married,Professional,White,Female,50,<=50K
51,Private,Bachelors,Divorced,White-Collar,Black,Male,40,>50K
30,Self-emp,HS-grad,Divorced,Service,White,Female,60,<=50K
47,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,>50K
56,Private,HS-grad,Never-married,Blue-Collar,White,Male,32,<=50K
51,Private,HS-grad,Divorced,Blue-Collar,White,Male,38,<=50K
57,Self-emp,HS-grad,Married,White-Collar,White,Male,55,<=50K
34,Private,HS-grad,Divorced,Service,White,Female,40,<=50K
24,Private,Bachelors,Never-married,Professional,White,Male,40,<=50K
57,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
23,Private,HS-grad,Never-married,Other-Occupations,White,Female,40,<=50K
35,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
58,Private,HS-grad,Married,Blue-Collar,White,Male,52,<=50K
19,?,HS-grad,Never-married,?,White,Female,12,<=50K
19,?,Dropout,Never-married,?,White,Male,40,<=50K
68,State-gov,Doctorate,Married,Professional,White,Male,60,>50K
43,Private,HS-grad,Married,White-Collar,White,Male,40,>50K
17,Private,Dropout,Never-married,Service,White,Female,20,<=50K
53,State-gov,Doctorate,Married,Professional,White,Male,50,>50K
37,Self-emp,Doctorate,Married,Professional,Black,Male,99,>50K
21,?,Bachelors,Never-married,?,Asian-Pac-Islander,Male,25,<=50K
63,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
31,Private,HS-grad,Married-spouse-absent,Blue-Collar,White,Male,50,<=50K
29,Private,HS-grad,Married,Service,White,Male,40,<=50K
43,Local-gov,HS-grad,Married,Other-Occupations,White,Male,40,>50K
27,Private,Prof-school,Never-married,Professional,White,Female,65,>50K
25,Self-emp,HS-grad,Never-married,Service,White,Male,32,<=50K
28,Private,HS-grad,Never-married,Professional,White,Female,40,<=50K
54,Private,HS-grad,Divorced,Sales,White,Female,35,<=50K
74,?,HS-grad,Widowed,?,White,Female,12,<=50K
31,Local-gov,HS-grad,Never-married,White-Collar,Amer-Indian-Eskimo,Female,32,<=50K
23,Private,HS-grad,Never-married,Other-Occupations,White,Male,48,<=50K
19,Private,Bachelors,Never-married,Professional,White,Female,30,<=50K
39,?,Dropout,Widowed,?,White,Female,20,<=50K
61,Self-emp,HS-grad,Married,Blue-Collar,White,Female,40,<=50K
59,?,HS-grad,Married,?,White,Female,40,>50K
27,Self-emp,Associates,Married,Service,White,Female,36,>50K
19,Private,HS-grad,Never-married,Admin,Black,Female,20,<=50K
23,?,HS-grad,Never-married,?,White,Male,40,<=50K
25,Local-gov,HS-grad,Divorced,Admin,Amer-Indian-Eskimo,Female,35,<=50K
40,Private,HS-grad,Married,Other-Occupations,White,Male,48,>50K
53,Private,Dropout,Divorced,Service,White,Female,37,<=50K
32,Private,Bachelors,Never-married,Professional,White,Male,45,<=50K
72,Self-emp,Doctorate,Married,Professional,White,Male,25,>50K
61,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Married,Sales,White,Male,40,<=50K
17,Private,Dropout,Never-married,Service,Amer-Indian-Eskimo,Female,20,<=50K
73,Private,HS-grad,Married,Blue-Collar,White,Male,16,<=50K
41,Self-emp,HS-grad,Separated,Blue-Collar,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,Black,Female,20,<=50K
23,Private,HS-grad,Never-married,Professional,White,Female,40,<=50K
65,Private,Associates,Married,Admin,White,Male,15,<=50K
45,Self-emp,HS-grad,Married,Sales,White,Female,50,<=50K
52,Federal-gov,Bachelors,Married,Other-Occupations,Black,Male,40,>50K
24,Local-gov,Bachelors,Never-married,Admin,Black,Female,27,<=50K
23,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Divorced,Other-Occupations,White,Female,40,<=50K
26,Private,Bachelors,Never-married,White-Collar,White,Male,40,<=50K
37,Self-emp,HS-grad,Divorced,Blue-Collar,White,Male,56,<=50K
17,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
31,Private,HS-grad,Married,Sales,White,Male,40,<=50K
